geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
40070,-12.98699786,-38.51245499,salvador,BA
40080,-12.98527365,-38.51763647,salvador,BA
40080,-12.98911912,-38.52303397,salvador,BA
40040,-12.97740018,-38.50726918,salvador,BA
40050,-12.97640913,-38.50501526,salvador,BA
40070,-12.98762658,-38.51275835,salvador,BA
40010,-12.97139726,-38.51346071,salvador,BA
40040,-12.98060426,-38.51085561,salvador,BA
40040,-12.97587669,-38.50554623,salvador,BA
40080,-12.99443083,-38.52659976,salvador,BA
40020,-12.97549455,-38.51172868,salvador,BA
40040,-12.97566566,-38.504498,salvador,BA
40050,-12.9764293,-38.50504025,salvador,BA
40080,-12.98868996,-38.52313115,salvador,BA
40060,-12.98347053,-38.51601439,salvador,BA
40015,-12.91370472,-38.36984723,salvador,BA
40080,-12.98642168,-38.52077345,salvador,BA
40060,-12.97835388,-38.51498676,salvador,BA
40080,-12.98642168,-38.52077345,salvador,BA
40040,-12.98222511,-38.51100859,salvador,BA
40055,-12.97015163,-38.50136731,salvador,BA
40070,-12.98414919,-38.51561783,salvador,BA
40040,-12.97252545,-38.50688254,salvador,BA
40080,-12.98620019,-38.51935132,salvador,BA
40050,-12.98355605,-38.50908484,salvador,BA
40080,-12.986142,-38.520072,salvador,BA
40010,-12.97212835,-38.51406525,salvador,BA
40070,-12.98539386,-38.51342193,salvador,BA
40055,-12.97143514,-38.50202055,salvador,BA
40015,-12.9724293,-38.51200415,salvador,BA
40060,-12.98445694,-38.51988596,salvador,BA
40050,-12.97640913,-38.50501526,salvador,BA
40015,-12.97198844,-38.51158259,salvador,BA
40015,-12.97214988,-38.51268169,salvador,BA
40060,-12.98423665,-38.51858885,salvador,BA
40050,-12.98501071,-38.50951917,salvador,BA
40080,-12.98756485,-38.51727611,salvador,BA
40080,-12.98868996,-38.52313115,salvador,BA
40050,-12.97416064,-38.50259781,salvador,BA
40020,-12.97649452,-38.51405114,salvador,BA
40080,-12.98878295,-38.51892375,salvador,BA
40010,-12.96789969,-38.50970848,salvador,BA
40015,-12.97279025,-38.51323773,salvador,BA
40070,-12.98571431,-38.51629331,salvador,BA
40080,-12.98756485,-38.51727611,salvador,BA
40080,-12.98862111,-38.52302988,salvador,BA
40050,-12.98343016,-38.50603966,salvador,BA
40040,-12.97927359,-38.51074543,salvador,BA
40040,-12.97840627,-38.51119656,salvador,BA
40050,-12.97336488,-38.501015,salvador,BA
40040,-12.97967753,-38.51146403,salvador,BA
40055,-12.97149974,-38.50050863,salvador,BA
40070,-12.98416839,-38.5119079,salvador,BA
40080,-12.99541481,-38.526919,salvador,BA
40015,-12.9709695,-38.51156362,salvador,BA
40080,-12.99587567,-38.5271372,salvador,BA
40040,-12.97668948,-38.50874376,salvador,BA
40060,-12.98668021,-38.52170426,salvador,BA
40080,-12.98759252,-38.51686253,salvador,BA
40010,-12.96901977,-38.51105023,salvador,BA
40055,-12.9707775,-38.49962175,salvador,BA
40080,-12.98756485,-38.51727611,salvador,BA
40050,-12.97466983,-38.5005497,salvador,BA
40015,-12.97372311,-38.51347334,salvador,BA
40081,-12.99622704,-38.52786903,salvador,BA
40050,-12.97416064,-38.50259781,salvador,BA
40080,-12.98966165,-38.52179274,salvador,BA
40080,-12.99443083,-38.52659976,salvador,BA
40080,-12.98851781,-38.52285187,salvador,BA
40040,-12.98007131,-38.51190269,salvador,BA
40050,-12.98128883,-38.50877089,salvador,BA
40050,-12.9746155,-38.50112905,salvador,BA
40080,-12.98872219,-38.52297113,salvador,BA
40080,-12.98765059,-38.51665444,salvador,BA
40060,-12.98311619,-38.51797075,salvador,BA
40060,-12.97806096,-38.51446498,salvador,BA
40080,-12.98620019,-38.51935132,salvador,BA
40040,-12.98042863,-38.51365975,salvador,BA
40080,-12.98868996,-38.52313115,salvador,BA
40070,-12.98538179,-38.51340655,salvador,BA
40010,-12.96076782,-38.50608738,salvador,BA
40020,-12.97594833,-38.51316734,salvador,BA
40080,-12.98740633,-38.51756445,salvador,BA
40045,-12.97298729,-38.50567119,salvador,BA
40050,-12.97449645,-38.50257464,salvador,BA
40050,-12.97762806,-38.50522044,salvador,BA
40080,-12.98518371,-38.51867486,salvador,BA
40050,-12.98590983,-38.5105964,salvador,BA
40080,-12.98555249,-38.51941688,salvador,BA
40060,-12.98237056,-38.51656765,salvador,BA
40080,-12.99002395,-38.52098817,salvador,BA
40045,-12.97349446,-38.50444565,salvador,BA
40070,-12.98386766,-38.51521279,salvador,BA
40015,-12.9724293,-38.51200415,salvador,BA
40050,-12.97984985,-38.50670787,salvador,BA
40040,-12.98148366,-38.50929697,salvador,BA
40040,-12.9787134,-38.5096798,salvador,BA
40045,-12.97365255,-38.50541837,salvador,BA
40080,-12.98861887,-38.52279319,salvador,BA
49010,-10.91051452,-37.05240078,aracaju,SE
49047,-10.9268145,-37.071063,aracaju,SE
49030,-10.97016479,-37.06164383,aracaju,SE
49048,-10.94018353,-37.07085024,aracaju,SE
49050,-10.92715735,-37.06307869,aracaju,SE
49015,-10.9233705,-37.04516915,aracaju,SE
49045,-10.93040658,-37.06717849,aracaju,SE
49052,-10.92297352,-37.0577525,aracaju,SE
49044,-10.992081,-37.103471,aracaju,SE
49048,-10.9402355,-37.07104333,aracaju,SE
49050,-10.9230435,-37.057392,aracaju,SE
49072,-10.89597143,-37.07026083,aracaju,SE
49042,-10.969608,-37.08590958,aracaju,SE
49035,-10.97710747,-37.04448972,aracaju,SE
49047,-11.07023125,-37.14611951,aracaju,SE
49042,-10.96612159,-37.08458788,aracaju,SE
49035,-10.97993246,-37.0443379,aracaju,SE
49051,-10.92886384,-37.06102582,aracaju,SE
49025,-10.93845747,-37.06200041,aracaju,SE
49015,-10.9242001,-37.05483996,aracaju,SE
49065,-10.89867514,-37.05256179,aracaju,SE
49020,-10.93146879,-37.05537366,aracaju,SE
49004,-11.09889136,-37.14535088,aracaju,SE
49045,-10.92952597,-37.06992357,aracaju,SE
49027,-10.93974463,-37.06410437,aracaju,SE
49095,-11.06435244,-37.10614349,aracaju,SE
49050,-10.92862763,-37.0662952,aracaju,SE
49032,-10.97977965,-37.05482801,aracaju,SE
49020,-10.92743534,-37.04425757,aracaju,SE
49026,-10.93902662,-37.05438086,aracaju,SE
49085,-10.9040672,-37.08847557,aracaju,SE
49031,-10.97526708,-37.06287328,aracaju,SE
49032,-10.97202763,-37.05590178,aracaju,SE
49032,-10.96652338,-37.05492976,aracaju,SE
49025,-10.93928946,-37.0602638,aracaju,SE
49020,-10.92786335,-37.05496567,aracaju,SE
49045,-10.9334733,-37.0662171,aracaju,SE
49095,-10.93962906,-37.08408209,aracaju,SE
49082,-10.91013815,-37.08319741,aracaju,SE
49095,-10.939899,-37.08051926,aracaju,SE
49032,-10.96792028,-37.05453755,aracaju,SE
49092,-11.08548709,-37.14511023,aracaju,SE
49060,-10.90522015,-37.06121466,aracaju,SE
49097,-10.93977625,-37.07808882,aracaju,SE
49032,-10.97312529,-37.05713192,aracaju,SE
49035,-10.9691163,-37.04834491,aracaju,SE
49035,-10.98235455,-37.04808126,aracaju,SE
49032,-10.96652338,-37.05492976,aracaju,SE
49027,-10.93911402,-37.06289327,aracaju,SE
49025,-10.93546985,-37.05676832,aracaju,SE
49037,-10.99510871,-37.05902456,aracaju,SE
49050,-10.92779251,-37.06117977,aracaju,SE
49090,-10.8905985,-37.09138541,aracaju,SE
49025,-10.93614203,-37.06574205,aracaju,SE
49085,-10.90898282,-37.08193872,aracaju,SE
49095,-10.95075065,-37.09072893,aracaju,SE
49000,-11.016453,-37.07585638,aracaju,SE
49040,-10.95393255,-37.0781678,aracaju,SE
49045,-10.93092379,-37.06513024,aracaju,SE
49045,-10.92952597,-37.06992357,aracaju,SE
49075,-10.90781924,-37.06894542,aracaju,SE
49045,-10.93513572,-37.07425426,aracaju,SE
49060,-10.8961647,-37.06730771,aracaju,SE
49080,-10.91789572,-37.08118372,aracaju,SE
49046,-10.93284648,-37.06366306,aracaju,SE
49010,-10.91725747,-37.05154183,aracaju,SE
49045,-10.93489621,-37.06399595,aracaju,SE
49045,-10.9302635,-37.06135386,aracaju,SE
49020,-10.93329325,-37.05311531,aracaju,SE
49095,-10.93788776,-37.08996731,aracaju,SE
49085,-10.90400721,-37.08465376,aracaju,SE
49020,-10.93244957,-37.05191602,aracaju,SE
49025,-10.93614203,-37.06574205,aracaju,SE
49088,-10.93134165,-37.06841021,aracaju,SE
49052,-10.91961594,-37.06808959,aracaju,SE
49035,-10.96692776,-37.04510935,aracaju,SE
49026,-10.94582592,-37.06261137,aracaju,SE
49007,-11.07561566,-37.13561609,aracaju,SE
49050,-10.92839645,-37.06707317,aracaju,SE
49040,-10.9472373,-37.07047039,aracaju,SE
49095,-10.92844241,-37.08348779,aracaju,SE
49010,-10.9154965,-37.05395949,aracaju,SE
49015,-10.92541971,-37.05293234,aracaju,SE
49030,-10.97071821,-37.07146018,aracaju,SE
49095,-10.92844241,-37.08348779,aracaju,SE
49050,-10.93427862,-37.05072642,aracaju,SE
49030,-10.97780756,-37.0674938,aracaju,SE
49090,-10.88960955,-37.09353075,aracaju,SE
49027,-10.94163634,-37.06210917,aracaju,SE
49085,-10.90957878,-37.07776821,aracaju,SE
49040,-10.9561751,-37.06390641,aracaju,SE
49095,-10.926648,-37.08312183,aracaju,SE
49025,-10.93783983,-37.05928449,aracaju,SE
49080,-10.9178813,-37.08481395,aracaju,SE
49020,-10.93096206,-37.05186856,aracaju,SE
49025,-10.93946755,-37.05320301,aracaju,SE
49015,-10.91844453,-37.050894,aracaju,SE
49030,-10.97780756,-37.0674938,aracaju,SE
49045,-10.92942253,-37.06681723,aracaju,SE
49035,-10.96692776,-37.04510935,aracaju,SE
49015,-10.89877147,-37.08263453,aracaju,SE
49095,-10.92044401,-37.08861494,aracaju,SE
49097,-10.93741097,-37.0823381,aracaju,SE
49035,-10.95172045,-37.0453059,aracaju,SE
49096,-10.96540163,-37.06446135,aracaju,SE
49047,-10.9294785,-37.06971975,aracaju,SE
49048,-10.94147612,-37.07073656,aracaju,SE
49072,-10.89540255,-37.0688581,aracaju,SE
49020,-10.92743534,-37.04425757,aracaju,SE
49065,-10.89630029,-37.05111016,aracaju,SE
49035,-10.95677508,-37.04612185,aracaju,SE
49037,-10.99262362,-37.0570201,aracaju,SE
49025,-10.93862762,-37.05307451,aracaju,SE
49036,-10.96786922,-37.03783415,aracaju,SE
49020,-10.92904987,-37.05045007,aracaju,SE
49037,-10.9901381,-37.07423552,aracaju,SE
49045,-10.9341983,-37.06386713,aracaju,SE
49038,-10.99609269,-37.07308242,aracaju,SE
49015,-10.92541971,-37.05293234,aracaju,SE
49040,-10.95505872,-37.07825044,aracaju,SE
49027,-10.94070472,-37.06281494,aracaju,SE
49032,-10.96478178,-37.05516808,aracaju,SE
49036,-10.9748439,-37.04342941,aracaju,SE
49025,-10.93783983,-37.05928449,aracaju,SE
49004,-11.09889136,-37.14535088,aracaju,SE
49020,-10.93151858,-37.05509342,aracaju,SE
49025,-10.9393264,-37.05980939,aracaju,SE
49070,-10.88708499,-37.07835772,aracaju,SE
49045,-10.93092379,-37.06513024,aracaju,SE
49050,-10.92487486,-37.05853826,aracaju,SE
49010,-10.91092453,-37.05040153,aracaju,SE
49015,-10.92107542,-37.04854235,aracaju,SE
49037,-10.97295516,-37.04507208,aracaju,SE
49045,-10.92952597,-37.06992357,aracaju,SE
49010,-10.91500048,-37.05236003,aracaju,SE
49097,-10.93073869,-37.07760237,aracaju,SE
49050,-10.93031961,-37.0736013,aracaju,SE
49090,-10.89254411,-37.0966505,aracaju,SE
49020,-10.9263465,-37.055907,aracaju,SE
49020,-10.93096206,-37.05186856,aracaju,SE
49075,-10.91245924,-37.06882637,aracaju,SE
49032,-10.9698095,-37.05912914,aracaju,SE
49030,-10.97553932,-37.06423383,aracaju,SE
49037,-10.99012772,-37.05804931,aracaju,SE
49035,-10.97230767,-37.04098961,aracaju,SE
49027,-10.94695423,-37.06389176,aracaju,SE
49020,-10.93113,-37.04816025,aracaju,SE
49050,-10.92839645,-37.06707317,aracaju,SE
49071,-10.8849389,-37.0819984,aracaju,SE
49025,-10.9384494,-37.06201856,aracaju,SE
49045,-10.92917188,-37.0675494,aracaju,SE
49055,-10.91144884,-37.05969724,aracaju,SE
49037,-10.98504149,-37.05475064,aracaju,SE
49032,-10.97288029,-37.05921765,aracaju,SE
49030,-10.97475368,-37.06672777,aracaju,SE
49015,-10.92359141,-37.04624403,aracaju,SE
49042,-10.96517052,-37.08045654,aracaju,SE
49080,-10.91276065,-37.0841198,aracaju,SE
49045,-10.9341983,-37.06386713,aracaju,SE
49065,-10.89274272,-37.05202793,aracaju,SE
49032,-10.97069886,-37.05597401,aracaju,SE
49025,-10.94165762,-37.05398875,aracaju,SE
49030,-10.97280645,-37.07493261,aracaju,SE
49020,-10.92894728,-37.05561922,aracaju,SE
49055,-10.91539251,-37.06713855,aracaju,SE
49075,-10.90920983,-37.06694971,aracaju,SE
49075,-10.91338718,-37.07600286,aracaju,SE
49020,-10.93055408,-37.05544055,aracaju,SE
49010,-10.91376,-37.05272,aracaju,SE
49052,-10.918716,-37.06580267,aracaju,SE
49097,-10.93319896,-37.08018916,aracaju,SE
49027,-10.93954002,-37.06283429,aracaju,SE
49082,-10.90866508,-37.08701368,aracaju,SE
49055,-10.9141045,-37.06026253,aracaju,SE
49080,-10.91711059,-37.07959886,aracaju,SE
49037,-10.99290519,-37.05354447,aracaju,SE
49045,-10.92952597,-37.06992357,aracaju,SE
49042,-10.96996569,-37.08350017,aracaju,SE
49037,-10.99510871,-37.05902456,aracaju,SE
49030,-10.9721805,-37.06021528,aracaju,SE
49000,-11.01687753,-37.07266247,aracaju,SE
49050,-10.927129,-37.06469165,aracaju,SE
49000,-10.99923602,-37.07189312,aracaju,SE
49045,-10.93393229,-37.06737467,aracaju,SE
49085,-10.90779048,-37.08254297,aracaju,SE
49015,-10.92534651,-37.04539444,aracaju,SE
49040,-10.95393255,-37.0781678,aracaju,SE
49045,-10.93213667,-37.06503303,aracaju,SE
49075,-10.90732217,-37.08076119,aracaju,SE
49097,-10.93331814,-37.07728191,aracaju,SE
49030,-10.97058073,-37.07134757,aracaju,SE
49050,-10.92651404,-37.07073855,aracaju,SE
49095,-10.92844241,-37.08348779,aracaju,SE
49097,-10.93957204,-37.07721705,aracaju,SE
49004,-11.09889136,-37.14535088,aracaju,SE
49045,-10.93040658,-37.06717849,aracaju,SE
49047,-10.9294785,-37.06971975,aracaju,SE
49035,-10.97893473,-37.04512644,aracaju,SE
49067,-10.87891398,-37.06106792,aracaju,SE
49042,-10.96198891,-37.08021867,aracaju,SE
49047,-10.9410776,-37.07744262,aracaju,SE
49030,-10.97222643,-37.06026203,aracaju,SE
49004,-11.09889136,-37.14535088,aracaju,SE
49037,-10.98748558,-37.07066386,aracaju,SE
49032,-10.96786422,-37.05402189,aracaju,SE
49042,-10.96720127,-37.08508739,aracaju,SE
49095,-10.97156374,-37.07213913,aracaju,SE
49080,-10.91464779,-37.07618493,aracaju,SE
49000,-11.00649165,-37.08529021,aracaju,SE
49027,-10.9402671,-37.06468555,aracaju,SE
49045,-10.93012591,-37.06783159,aracaju,SE
49052,-10.91444835,-37.06181621,aracaju,SE
49010,-10.90717066,-37.05393837,aracaju,SE
49037,-10.99868597,-37.05847965,aracaju,SE
49037,-10.99039819,-37.05239953,aracaju,SE
49048,-10.94180323,-37.06674982,aracaju,SE
49032,-10.96599018,-37.05415752,aracaju,SE
49025,-10.95373149,-37.05555694,aracaju,SE
49032,-10.96446356,-37.05570983,aracaju,SE
49082,-10.91209277,-37.08468832,aracaju,SE
49082,-10.91039727,-37.0841136,aracaju,SE
49060,-10.89661058,-37.05947662,aracaju,SE
49020,-10.92800573,-37.05739795,aracaju,SE
49082,-10.90866508,-37.08701368,aracaju,SE
49037,-10.99124694,-37.06159261,aracaju,SE
49082,-10.91010404,-37.08453981,aracaju,SE
49035,-10.97357511,-37.04236692,aracaju,SE
49001,-11.00365538,-37.08753777,aracaju,SE
49047,-10.93572151,-37.0743085,aracaju,SE
49026,-10.95438575,-37.054978,aracaju,SE
49010,-10.91376,-37.05272,aracaju,SE
49043,-10.97631532,-37.08624778,aracaju,SE
49045,-10.93445669,-37.0635809,aracaju,SE
49026,-10.93477018,-37.05316006,aracaju,SE
49040,-10.95223346,-37.07759976,aracaju,SE
49042,-10.96429338,-37.08128834,aracaju,SE
49048,-10.94002658,-37.07430084,aracaju,SE
49096,-10.875249,-37.09104075,aracaju,SE
49090,-10.89814983,-37.09104525,aracaju,SE
49065,-10.89859917,-37.05076915,aracaju,SE
49010,-10.91629867,-37.04918997,aracaju,SE
49015,-10.91848047,-37.05354922,aracaju,SE
49043,-10.88442717,-37.06682347,aracaju,SE
49037,-10.99250961,-37.07142243,aracaju,SE
49085,-10.90728199,-37.07717631,aracaju,SE
49055,-10.87118739,-37.05728383,aracaju,SE
49030,-10.96693745,-37.07027619,aracaju,SE
49087,-10.89065654,-37.08222426,aracaju,SE
49048,-10.94180323,-37.06674982,aracaju,SE
49045,-10.93068258,-37.06613025,aracaju,SE
49080,-10.91580093,-37.08517968,aracaju,SE
49030,-10.97230786,-37.0603449,aracaju,SE
49047,-10.93730445,-37.07001995,aracaju,SE
49055,-10.91578542,-37.06314149,aracaju,SE
49027,-10.93924311,-37.06366367,aracaju,SE
49025,-10.93720025,-37.05612314,aracaju,SE
49030,-10.97127571,-37.06921974,aracaju,SE
49095,-10.94635409,-37.08959434,aracaju,SE
49025,-10.93847284,-37.06196583,aracaju,SE
49027,-10.93698173,-37.06093528,aracaju,SE
49052,-10.91444835,-37.06181621,aracaju,SE
49075,-10.90460985,-37.07623298,aracaju,SE
49020,-10.93197239,-37.05854114,aracaju,SE
49020,-10.92743534,-37.04425757,aracaju,SE
49095,-10.87604982,-37.0513721,aracaju,SE
49025,-10.93591865,-37.0560825,aracaju,SE
49020,-10.93078905,-37.05067806,aracaju,SE
49045,-10.93111966,-37.06442335,aracaju,SE
49095,-10.92844241,-37.08348779,aracaju,SE
49050,-10.92839645,-37.06707317,aracaju,SE
49040,-10.95397205,-37.06302772,aracaju,SE
49037,-10.99570081,-37.0554926,aracaju,SE
49015,-10.9233705,-37.04516915,aracaju,SE
49042,-10.9785279,-37.06896519,aracaju,SE
49025,-10.93292846,-37.05817911,aracaju,SE
49092,-10.90317359,-37.09513766,aracaju,SE
49035,-10.98604354,-37.04776939,aracaju,SE
49025,-10.94034053,-37.05173933,aracaju,SE
49025,-10.93730376,-37.05609086,aracaju,SE
49040,-10.94760461,-37.0754175,aracaju,SE
49035,-10.98133422,-37.04778519,aracaju,SE
49065,-10.89233446,-37.05510933,aracaju,SE
49047,-10.93831931,-37.0723673,aracaju,SE
49032,-10.97318133,-37.05774384,aracaju,SE
49038,-10.99950318,-37.07100696,aracaju,SE
49027,-10.94649426,-37.06425029,aracaju,SE
49035,-10.97993246,-37.0443379,aracaju,SE
49010,-10.90975483,-37.0515695,aracaju,SE
49048,-10.9458142,-37.07137234,aracaju,SE
50060,-8.061694679,-34.88239284,recife,PE
50070,-8.062508669,-34.89729983,recife,PE
50070,-8.064403072,-34.8907438,recife,PE
50070,-8.062508669,-34.89729983,recife,PE
50070,-8.055137504,-34.89569679,recife,PE
50070,-8.061614392,-34.89663499,recife,PE
50040,-8.05487959,-34.87707501,recife,PE
50040,-8.053776011,-34.87633631,recife,PE
50070,-8.057450001,-34.89691503,recife,PE
50030,-8.063903598,-34.87317543,recife,PE
50070,-8.058324185,-34.8919138,recife,PE
50070,-8.063271,-34.8900075,recife,PE
50070,-8.058324185,-34.8919138,recife,PE
50050,-8.061181701,-34.88110359,recife,PE
50090,-8.073395979,-34.8997676,recife,PE
50090,-8.073222075,-34.89488891,recife,PE
50050,-8.059218741,-34.88352136,recife,PE
50050,-8.058471957,-34.88658959,recife,PE
50020,-8.066088566,-34.88166075,recife,PE
50050,-8.058148146,-34.87997637,recife,PE
50050,-8.055393653,-34.88956865,recife,PE
50030,-8.063857749,-34.87246544,recife,PE
50050,-8.060966623,-34.88097465,recife,PE
50050,-8.055281054,-34.88871442,recife,PE
50010,-8.064509008,-34.87740543,recife,PE
50070,-8.060781091,-34.89562513,recife,PE
50070,-8.061832833,-34.89556017,recife,PE
50020,-8.070148886,-34.88326886,recife,PE
50020,-8.069064653,-34.8790583,recife,PE
50030,-8.062324265,-34.87223587,recife,PE
50050,-8.052957115,-34.89001026,recife,PE
50070,-8.058301606,-34.8944995,recife,PE
50070,-8.060667339,-34.89288876,recife,PE
50020,-8.066154478,-34.88195175,recife,PE
50070,-8.06517658,-34.89604049,recife,PE
50050,-8.051908914,-34.89336321,recife,PE
50020,-8.065273012,-34.88220292,recife,PE
50070,-8.058176329,-34.89762324,recife,PE
50070,-8.059902119,-34.89015048,recife,PE
50040,-8.053341224,-34.87978581,recife,PE
50070,-8.058301606,-34.8944995,recife,PE
50050,-8.057678752,-34.87889709,recife,PE
50060,-8.061728731,-34.88633539,recife,PE
50060,-8.062632608,-34.88371411,recife,PE
50050,-8.056705222,-34.87972588,recife,PE
50050,-8.054361765,-34.88184481,recife,PE
50060,-8.066623515,-34.88904402,recife,PE
50070,-8.060909616,-34.89496795,recife,PE
50020,-8.066154478,-34.88195175,recife,PE
50020,-8.070458647,-34.88349135,recife,PE
50020,-8.068525544,-34.87959859,recife,PE
50070,-8.059123184,-34.88756703,recife,PE
50080,-8.070814859,-34.90102954,recife,PE
50050,-8.05401,-34.8923925,recife,PE
50070,-8.059241273,-34.89354111,recife,PE
50010,-8.065171257,-34.87949424,recife,PE
50020,-8.069819448,-34.88096407,recife,PE
50020,-8.066580402,-34.87708521,recife,PE
50050,-8.055015507,-34.8844776,recife,PE
50050,-8.050526497,-34.89005772,recife,PE
50060,-8.061220063,-34.88711978,recife,PE
50040,-8.049217023,-34.87487019,recife,PE
50050,-8.056518339,-34.87816499,recife,PE
50040,-8.050912376,-34.87832625,recife,PE
50010,-8.062639354,-34.87859402,recife,PE
50010,-8.062716657,-34.8777599,recife,PE
50020,-8.070289481,-34.88125657,recife,PE
50030,-8.058773965,-34.87167552,recife,PE
50050,-8.056680926,-34.88620712,recife,PE
50070,-8.066705542,-34.89284097,recife,PE
50050,-8.055070187,-34.88232209,recife,PE
50030,-8.063857749,-34.87246544,recife,PE
50050,-8.061181701,-34.88110359,recife,PE
50070,-8.062648806,-34.89593987,recife,PE
50070,-8.06398684,-34.89614742,recife,PE
50010,-8.063930546,-34.87692753,recife,PE
50070,-8.060909616,-34.89496795,recife,PE
50020,-8.06921715,-34.87913455,recife,PE
50070,-8.060168975,-34.8961333,recife,PE
50010,-8.06235351,-34.87946347,recife,PE
50050,-8.056052989,-34.89028728,recife,PE
50020,-8.066387902,-34.88108753,recife,PE
50020,-8.069228773,-34.87665284,recife,PE
50050,-8.052779043,-34.89409494,recife,PE
50040,-8.055134759,-34.87720561,recife,PE
50060,-8.067983596,-34.88802799,recife,PE
50090,-8.072167746,-34.88289141,recife,PE
50070,-8.066708434,-34.89371515,recife,PE
50050,-8.051908914,-34.89336321,recife,PE
50090,-8.073395979,-34.8997676,recife,PE
50030,-8.062227985,-34.87231683,recife,PE
50070,-8.058878211,-34.8912715,recife,PE
50070,-8.064653867,-34.8969845,recife,PE
50020,-8.070143448,-34.8811566,recife,PE
50020,-8.071259169,-34.87715186,recife,PE
50070,-8.06259578,-34.89624587,recife,PE
50050,-8.050557604,-34.89185468,recife,PE
50060,-8.0623125,-34.884963,recife,PE
50020,-8.066580402,-34.87708521,recife,PE
50090,-8.073620508,-34.89572947,recife,PE
50030,-8.062017454,-34.87177468,recife,PE
50050,-8.051877671,-34.88861764,recife,PE
50050,-8.053025689,-34.89042731,recife,PE
50070,-8.05780272,-34.89289566,recife,PE
50010,-8.064665382,-34.87680475,recife,PE
50070,-8.060390874,-34.88863771,recife,PE
50010,-8.063316474,-34.87697164,recife,PE
50020,-8.070877289,-34.87889781,recife,PE
50010,-8.063316474,-34.87697164,recife,PE
50070,-8.059215908,-34.89159703,recife,PE
50070,-8.056116607,-34.89573541,recife,PE
50060,-8.060856423,-34.88371152,recife,PE
50020,-8.070520411,-34.88360415,recife,PE
50080,-8.0718,-34.89485161,recife,PE
50050,-8.051106431,-34.89461073,recife,PE
50070,-8.057189462,-34.89612087,recife,PE
50090,-8.073395979,-34.8997676,recife,PE
50070,-8.058176329,-34.89762324,recife,PE
50050,-8.061181701,-34.88110359,recife,PE
50010,-8.065355116,-34.87629818,recife,PE
50050,-8.048189776,-34.89072414,recife,PE
50050,-8.056002709,-34.89432694,recife,PE
50030,-8.063504864,-34.87320461,recife,PE
50050,-8.055070187,-34.88232209,recife,PE
50050,-8.05401,-34.8923925,recife,PE
50030,-8.066105036,-34.8733578,recife,PE
50010,-8.064887867,-34.87868844,recife,PE
50050,-8.058589481,-34.88025554,recife,PE
50070,-8.064403072,-34.8907438,recife,PE
50070,-8.059145857,-34.89202903,recife,PE
50070,-8.062510243,-34.89303254,recife,PE
50030,-8.060240619,-34.87029858,recife,PE
50010,-8.065171257,-34.87949424,recife,PE
50060,-8.061089367,-34.88727982,recife,PE
50050,-8.051619447,-34.89213772,recife,PE
50070,-8.058235243,-34.8923053,recife,PE
50020,-8.067143179,-34.88188067,recife,PE
50070,-8.057108462,-34.89581037,recife,PE
50070,-8.060343119,-34.88860626,recife,PE
50070,-8.066708434,-34.89371515,recife,PE
50050,-8.051954123,-34.89341177,recife,PE
50010,-8.065249072,-34.88125597,recife,PE
50030,-8.063504864,-34.87320461,recife,PE
50070,-8.067787847,-34.89279192,recife,PE
50070,-8.060642334,-34.89287107,recife,PE
50040,-8.053341224,-34.87978581,recife,PE
50040,-8.055819775,-34.87857675,recife,PE
50070,-8.061427571,-34.89183463,recife,PE
50030,-8.062049672,-34.87136924,recife,PE
50010,-8.063280601,-34.87821054,recife,PE
50070,-8.057244353,-34.89632787,recife,PE
50050,-8.055070187,-34.88232209,recife,PE
50010,-8.063622964,-34.87897209,recife,PE
50070,-8.062059279,-34.89664323,recife,PE
50070,-8.059241273,-34.89354111,recife,PE
50070,-8.057108462,-34.89581037,recife,PE
50070,-8.059101115,-34.88904088,recife,PE
50070,-8.059123184,-34.88756703,recife,PE
50070,-8.061614392,-34.89663499,recife,PE
50050,-8.051877671,-34.88861764,recife,PE
50060,-8.06635288,-34.88748885,recife,PE
50040,-8.055371472,-34.8789888,recife,PE
50070,-8.066704167,-34.89663659,recife,PE
50050,-8.051908914,-34.89336321,recife,PE
50040,-8.054462022,-34.88070568,recife,PE
50050,-8.059891253,-34.88231417,recife,PE
50070,-8.063107125,-34.89715639,recife,PE
50060,-8.061561346,-34.88672869,recife,PE
50050,-8.05991465,-34.8802845,recife,PE
50010,-8.065171257,-34.87949424,recife,PE
50070,-8.06818304,-34.89197161,recife,PE
50070,-8.060734896,-34.89169297,recife,PE
50050,-8.051946171,-34.88723655,recife,PE
50010,-8.064887867,-34.87868844,recife,PE
50050,-8.060601919,-34.88112742,recife,PE
50040,-8.051320182,-34.87477821,recife,PE
50030,-8.062227985,-34.87231683,recife,PE
50050,-8.052391299,-34.88646789,recife,PE
50060,-8.056016644,-34.89438457,recife,PE
50050,-8.054346133,-34.88970435,recife,PE
50070,-8.060045867,-34.89363357,recife,PE
50030,-8.06433848,-34.87251943,recife,PE
50060,-8.065473611,-34.88707035,recife,PE
50070,-8.066689274,-34.89373901,recife,PE
50020,-8.067273821,-34.88185439,recife,PE
50090,-8.073372699,-34.89216099,recife,PE
50050,-8.051103461,-34.89460841,recife,PE
50050,-8.057678752,-34.87889709,recife,PE
50070,-8.06398684,-34.89614742,recife,PE
50070,-8.057189462,-34.89612087,recife,PE
