geolocation_id,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
A4526,30190,-19.92129952,-43.94746622,belo horizonte,MG
A4527,30140,-19.92590738,-43.94811277,belo horizonte,MG
A4528,30130,-19.92732483,-43.92661051,belo horizonte,MG
A4529,30140,-19.93006674,-43.93664945,belo horizonte,MG
A4530,30120,-19.91803027,-43.93771352,belo horizonte,MG
A4531,30112,-19.93828179,-43.94046953,belo horizonte,MG
A4532,30140,-19.93723248,-43.93421036,belo horizonte,MG
A4533,30140,-19.93774433,-43.92643292,belo horizonte,MG
A4534,30140,-19.92888378,-43.94185642,belo horizonte,MG
A4535,30190,-19.92924473,-43.95610067,belo horizonte,MG
A4536,30110,-19.92900118,-43.95738008,belo horizonte,MG
A4537,30160,-19.9267877,-43.9379454,belo horizonte,MG
A4538,30140,-19.9320993,-43.93353506,belo horizonte,MG
A4539,30150,-19.9373979,-43.93118296,belo horizonte,MG
A4540,30180,-19.9327318,-43.94713042,belo horizonte,MG
A4541,30160,-19.92362284,-43.93716306,belo horizonte,MG
A4542,30170,-19.91978868,-43.94578636,belo horizonte,MG
A4543,30130,-19.91979842,-43.93823937,belo horizonte,MG
A4544,30180,-19.91783999,-43.9364048,belo horizonte,MG
A4545,30140,-19.93103711,-43.93408503,belo horizonte,MG
A4546,30140,-19.93103711,-43.93408503,belo horizonte,MG
A4547,30150,-19.93892044,-43.92889013,belo horizonte,MG
A4548,30170,-19.93246951,-43.94923925,belo horizonte,MG
A4549,30140,-19.93131342,-43.93125153,belo horizonte,MG
A4550,30140,-19.93837177,-43.92939677,belo horizonte,MG
A4551,30170,-19.91978868,-43.94578636,belo horizonte,MG
A4552,30190,-19.92142327,-43.93982411,belo horizonte,MG
A4553,30130,-19.9387191,-43.93437901,belo horizonte,MG
A4554,30160,-19.9254197,-43.93755292,belo horizonte,MG
A4555,30110,-19.93472819,-43.94946467,belo horizonte,MG
A4556,30150,-19.92475288,-43.92363193,belo horizonte,MG
A4557,30170,-19.92641086,-43.94340871,belo horizonte,MG
A4558,30170,-19.92180593,-43.94584785,belo horizonte,MG
A4559,30140,-19.93283777,-43.93076761,belo horizonte,MG
A4560,30140,-19.93739776,-43.93346656,belo horizonte,MG
A4561,30170,-19.92308249,-43.94101625,belo horizonte,MG
A4562,30140,-19.92935316,-43.94469599,belo horizonte,MG
A4563,30130,-19.93252059,-43.9353731,belo horizonte,MG
A4564,30170,-19.93138857,-43.94468488,belo horizonte,MG
A4565,30160,-19.9326218,-43.94094194,belo horizonte,MG
A4566,30170,-19.91653875,-43.9407387,belo horizonte,MG
A4567,30170,-19.92275562,-43.94096542,belo horizonte,MG
A4568,30140,-19.92514901,-43.92459525,belo horizonte,MG
A4569,30170,-19.92100823,-43.94047326,belo horizonte,MG
A4570,30130,-19.92664068,-43.93189022,belo horizonte,MG
A4571,30120,-19.91991246,-43.94336514,belo horizonte,MG
A4572,30140,-19.93530294,-43.93087661,belo horizonte,MG
A4573,30130,-19.93619514,-43.93501949,belo horizonte,MG
A4574,30190,-19.92190973,-43.93780931,belo horizonte,MG
A4575,30130,-19.92405926,-43.93164258,belo horizonte,MG
A4576,30170,-19.92941818,-43.94088868,belo horizonte,MG
A4577,30130,-19.93348315,-43.93147554,belo horizonte,MG
A4578,30110,-19.93529519,-43.94711453,belo horizonte,MG
A4579,30180,-19.9295054,-43.95658262,belo horizonte,MG
A4580,40080,-12.98717195,-38.52268164,salvador,BA
A4581,40080,-12.98853588,-38.52288339,salvador,BA
A4582,40060,-12.98237901,-38.51570591,salvador,BA
A4583,40080,-12.99443083,-38.52659976,salvador,BA
A4584,40070,-12.98699786,-38.51245499,salvador,BA
A4585,40070,-12.9857508,-38.51392606,salvador,BA
A4586,40060,-12.9845512,-38.51757575,salvador,BA
A4587,40080,-12.98578223,-38.51957387,salvador,BA
A4588,40081,-12.99402673,-38.5273941,salvador,BA
A4589,40070,-12.9844729,-38.51162753,salvador,BA
A4590,40015,-12.97082376,-38.51182576,salvador,BA
A4591,40040,-12.97985321,-38.51357428,salvador,BA
A4592,40040,-12.97771324,-38.51116827,salvador,BA
A4593,40050,-12.97241766,-38.50437986,salvador,BA
A4594,40070,-12.98460989,-38.51496579,salvador,BA
A4595,40060,-12.98319121,-38.51722896,salvador,BA
A4596,40015,-12.97082376,-38.51182576,salvador,BA
A4597,40015,-12.97214988,-38.51268169,salvador,BA
A4598,40050,-12.97334015,-38.50102524,salvador,BA
A4599,40070,-12.98695548,-38.51456125,salvador,BA
A4600,40055,-12.97143132,-38.50191129,salvador,BA
A4601,40080,-12.98851781,-38.52285187,salvador,BA
A4602,40070,-12.98538179,-38.51340655,salvador,BA
A4603,40050,-12.97299008,-38.50280975,salvador,BA
A4604,40010,-12.96991194,-38.51182971,salvador,BA
A4605,40070,-12.98223848,-38.51423241,salvador,BA
A4606,40080,-12.986142,-38.520072,salvador,BA
A4607,40055,-12.97047747,-38.50141192,salvador,BA
A4608,40050,-12.98047489,-38.51299611,salvador,BA
A4609,40015,-12.91370472,-38.36984723,salvador,BA
A4610,40050,-12.98102435,-38.5145012,salvador,BA
A4611,40040,-12.98218914,-38.51035335,salvador,BA
A4612,40080,-12.98867992,-38.52289834,salvador,BA
A4613,40080,-12.98580737,-38.51987144,salvador,BA
A4614,40060,-12.98454736,-38.51651406,salvador,BA
A4615,40080,-12.98553793,-38.51939115,salvador,BA
A4616,40040,-12.97725408,-38.50729568,salvador,BA
A4617,40080,-12.98861887,-38.52279319,salvador,BA
A4618,40080,-12.98642168,-38.52077345,salvador,BA
A4619,40060,-12.97933847,-38.51444823,salvador,BA
A4620,40081,-12.99617332,-38.52740217,salvador,BA
A4621,40010,-12.96867404,-38.51050825,salvador,BA
A4622,40040,-12.98222511,-38.51100859,salvador,BA
A4623,40080,-12.98642168,-38.52077345,salvador,BA
A4624,40020,-12.97385791,-38.51160829,salvador,BA
A4625,40040,-12.9771353,-38.51068937,salvador,BA
A4626,40060,-12.98384044,-38.51777457,salvador,BA
A4627,40050,-12.9759598,-38.50400362,salvador,BA
A4628,40045,-12.96990489,-38.50528613,salvador,BA
A4629,40080,-12.986142,-38.520072,salvador,BA
A4630,40055,-12.97139843,-38.50097164,salvador,BA
A4631,40015,-12.97003859,-38.51028437,salvador,BA
A4632,40060,-12.98311619,-38.51797075,salvador,BA
A4633,40080,-12.98642168,-38.52077345,salvador,BA
A4634,40040,-12.98042863,-38.51365975,salvador,BA
A4635,40060,-12.98064591,-38.51456668,salvador,BA
A4636,40050,-12.98075909,-38.50647878,salvador,BA
A4637,40070,-12.98749543,-38.51523865,salvador,BA
A4638,40040,-12.97802278,-38.51053051,salvador,BA
A4639,40045,-12.97501797,-38.50417005,salvador,BA
A4640,40050,-12.98049613,-38.50936764,salvador,BA
A4641,40015,-12.97106767,-38.51297291,salvador,BA
A4642,40050,-12.98390433,-38.50965783,salvador,BA
A4643,40055,-12.97149974,-38.50050863,salvador,BA
A4644,40015,-12.96872976,-38.50913741,salvador,BA
A4645,40080,-12.98868996,-38.52313115,salvador,BA
A4646,40050,-12.97238647,-38.50434905,salvador,BA
A4647,40015,-12.97082376,-38.51182576,salvador,BA
A4648,40070,-12.98528044,-38.51338494,salvador,BA
A4649,40010,-12.97185179,-38.51396458,salvador,BA
A4650,40060,-12.98521015,-38.51987973,salvador,BA
A4651,40050,-12.97957398,-38.50781104,salvador,BA
A4652,40040,-12.98144695,-38.50932078,salvador,BA
A4653,40060,-12.9845512,-38.51757575,salvador,BA
A4654,40050,-12.97571932,-38.50300723,salvador,BA
A4655,40025,-12.97777839,-38.512398,salvador,BA
A4656,40040,-12.98037865,-38.51085896,salvador,BA
A4657,40080,-12.98642168,-38.52077345,salvador,BA
A4658,40060,-12.98239834,-38.51681387,salvador,BA
A4659,40080,-12.98725923,-38.52258966,salvador,BA
A4660,40010,-12.9719362,-38.51388452,salvador,BA
A4661,40070,-12.9845019,-38.51160083,salvador,BA
A4662,40080,-12.98873785,-38.52321096,salvador,BA
A4663,40070,-12.9844729,-38.51162753,salvador,BA
A4664,40070,-12.986965,-38.51540839,salvador,BA
A4665,40040,-12.97894755,-38.51165101,salvador,BA
A4666,40080,-12.986142,-38.520072,salvador,BA
A4667,40080,-12.98535585,-38.51775334,salvador,BA
A4668,40015,-12.97082376,-38.51182576,salvador,BA
A4669,40070,-12.98495756,-38.51294988,salvador,BA
A4670,40080,-12.98868996,-38.52313115,salvador,BA
A4671,40080,-12.99443083,-38.52659976,salvador,BA
A4672,40080,-12.986142,-38.520072,salvador,BA
A4673,40080,-12.98642168,-38.52077345,salvador,BA
A4674,40015,-12.97214988,-38.51268169,salvador,BA
A4675,40050,-12.98033202,-38.51253233,salvador,BA
A4676,40040,-12.97545113,-38.50583016,salvador,BA
A4677,40010,-12.96991194,-38.51182971,salvador,BA
A4678,40050,-12.97416064,-38.50259781,salvador,BA
A4679,40010,-12.96901977,-38.51105023,salvador,BA
A4680,40010,-12.96787269,-38.50973998,salvador,BA
A4681,40080,-12.98642168,-38.52077345,salvador,BA
A4682,40080,-12.99499816,-38.52671479,salvador,BA
A4683,40015,-12.91370472,-38.36984723,salvador,BA
A4684,40015,-12.97198844,-38.51158259,salvador,BA
A4685,40060,-12.98237901,-38.51570591,salvador,BA
A4686,40045,-12.97192623,-38.50630962,salvador,BA
A4687,40060,-12.98102953,-38.51458836,salvador,BA
A4688,40080,-12.98623755,-38.52059213,salvador,BA
A4689,40015,-12.98041209,-38.51854143,salvador,BA
A4690,40050,-12.97247575,-38.50438436,salvador,BA
A4691,40025,-12.96926658,-38.50098536,salvador,BA
A4692,40010,-12.9721762,-38.51335471,salvador,BA
A4693,40060,-12.98081796,-38.51629342,salvador,BA
A4694,40080,-12.98759252,-38.51686253,salvador,BA
A4695,40040,-12.97874455,-38.50833053,salvador,BA
A4696,40010,-12.97139726,-38.51346071,salvador,BA
A4697,40080,-12.98740633,-38.51756445,salvador,BA
A4698,40045,-12.9740823,-38.5049826,salvador,BA
A4699,40050,-12.98495042,-38.50925157,salvador,BA
A4700,40025,-12.96865414,-38.50565447,salvador,BA
A4701,40060,-12.98383965,-38.51777332,salvador,BA
A4702,40015,-12.97025881,-38.51142875,salvador,BA
A4703,40010,-12.9694875,-38.51212947,salvador,BA
A4704,40010,-12.9722021,-38.51413834,salvador,BA
A4705,40080,-12.98725923,-38.52258966,salvador,BA
A4706,40040,-12.978783,-38.507346,salvador,BA
A4707,40070,-12.9845019,-38.51160083,salvador,BA
A4708,40080,-12.98642168,-38.52077345,salvador,BA
A4709,40055,-12.97143514,-38.50202055,salvador,BA
A4710,40080,-12.98911912,-38.52303397,salvador,BA
A4711,40055,-12.97132268,-38.50064608,salvador,BA
A4712,40080,-12.99503954,-38.52670703,salvador,BA
A4713,40080,-12.98854129,-38.52289231,salvador,BA
A4714,40015,-12.97294604,-38.51295179,salvador,BA
A4715,40010,-12.96901977,-38.51105023,salvador,BA
A4716,40080,-12.98989013,-38.52131588,salvador,BA
A4717,40070,-12.98538179,-38.51340655,salvador,BA
A4718,40080,-12.98846939,-38.51636614,salvador,BA
A4719,40080,-12.99006494,-38.52088293,salvador,BA
A4720,40010,-12.97140124,-38.51420564,salvador,BA
A4721,40080,-12.98873785,-38.52321096,salvador,BA
A4722,40080,-12.98868996,-38.52313115,salvador,BA
A4723,40070,-12.9851691,-38.51583756,salvador,BA
A4724,40080,-12.98989013,-38.52131588,salvador,BA
A4725,40050,-12.98091759,-38.50695416,salvador,BA
A4726,40080,-12.98868996,-38.52313115,salvador,BA
A4727,40070,-12.98531253,-38.51350788,salvador,BA
A4728,40060,-12.9831104,-38.51559555,salvador,BA
A4729,40050,-12.97334015,-38.50102524,salvador,BA
A4730,40080,-12.98623742,-38.52059193,salvador,BA
A4731,40060,-12.98286026,-38.51626642,salvador,BA
A4732,40070,-12.98587594,-38.51402815,salvador,BA
A4733,40070,-12.98655495,-38.51220942,salvador,BA
A4734,40010,-12.97047803,-38.5123989,salvador,BA
A4735,40070,-12.98105282,-38.51458625,salvador,BA
A4736,40080,-12.98620019,-38.51935132,salvador,BA
A4737,40050,-12.97416064,-38.50259781,salvador,BA
A4738,40070,-12.98484956,-38.51625071,salvador,BA
A4739,40050,-12.97571932,-38.50300723,salvador,BA
A4740,40050,-12.98739787,-38.51049776,salvador,BA
A4741,40080,-12.99005686,-38.52088547,salvador,BA
A4742,40080,-12.98759252,-38.51686253,salvador,BA
A4743,40080,-12.99497717,-38.52668874,salvador,BA
A4744,40080,-12.98756485,-38.51727611,salvador,BA
A4745,40040,-12.9801273,-38.50999366,salvador,BA
A4746,40080,-12.98643927,-38.52090091,salvador,BA
A4747,40080,-12.98864313,-38.52022444,salvador,BA
A4748,40015,-12.97309694,-38.51266518,salvador,BA
A4749,40070,-12.98612195,-38.5143097,salvador,BA
A4750,40080,-12.98553793,-38.51939115,salvador,BA
A4751,40080,-12.98954863,-38.52208278,salvador,BA
A4752,40055,-12.97149974,-38.50050863,salvador,BA
A4753,40015,-12.97108442,-38.51295166,salvador,BA
A4754,40070,-12.98699786,-38.51245499,salvador,BA
A4755,40080,-12.98868996,-38.52313115,salvador,BA
A4756,40040,-12.97908841,-38.51038678,salvador,BA
A4757,40020,-12.97431031,-38.50931591,salvador,BA
A4758,40050,-12.9746155,-38.50112905,salvador,BA
A4759,40050,-12.98159369,-38.50867113,salvador,BA
A4760,40080,-12.98862113,-38.52302981,salvador,BA
A4761,40010,-12.97140124,-38.51420564,salvador,BA
A4762,40015,-12.97003379,-38.5101536,salvador,BA
A4763,40020,-12.97649452,-38.51405114,salvador,BA
A4764,40010,-12.96943315,-38.51204157,salvador,BA
A4765,40080,-12.98788995,-38.52230827,salvador,BA
A4766,40020,-12.975526,-38.51313856,salvador,BA
A4767,40055,-12.97047747,-38.50141192,salvador,BA
A4768,40050,-12.98111131,-38.51236733,salvador,BA
A4769,40080,-12.99443083,-38.52659976,salvador,BA
A4770,40081,-12.99402673,-38.5273941,salvador,BA
A4771,40080,-12.98725923,-38.52258966,salvador,BA
A4772,40060,-12.98269131,-38.51798539,salvador,BA
A4773,40070,-12.98562569,-38.51561731,salvador,BA
A4774,40055,-12.97149974,-38.50050863,salvador,BA
A4775,40080,-12.98578223,-38.51957387,salvador,BA
A4776,40080,-12.98759252,-38.51686253,salvador,BA
A4777,40015,-12.98041209,-38.51854143,salvador,BA
A4778,40080,-12.98642168,-38.52077345,salvador,BA
A4779,40040,-12.98234684,-38.50988788,salvador,BA
A4780,40080,-12.98832568,-38.51951588,salvador,BA
A4781,40010,-12.96787269,-38.50973998,salvador,BA
A4782,40080,-12.98756485,-38.51727611,salvador,BA
A4783,40080,-12.98861887,-38.52279319,salvador,BA
A4784,40020,-12.97584817,-38.51041438,salvador,BA
A4785,40080,-12.98759252,-38.51686253,salvador,BA
A4786,40050,-12.97597672,-38.50455042,salvador,BA
A4787,40015,-12.97252995,-38.51205038,salvador,BA
A4788,40080,-12.98911912,-38.52303397,salvador,BA
A4789,40080,-12.98938507,-38.522442,salvador,BA
A4790,40080,-12.99479489,-38.52670977,salvador,BA
A4791,40060,-12.9836798,-38.51966924,salvador,BA
A4792,40080,-12.98756485,-38.51727611,salvador,BA
A4793,40010,-12.97287133,-38.51359394,salvador,BA
A4794,40080,-12.98642168,-38.52077345,salvador,BA
A4795,40080,-12.98555009,-38.51941263,salvador,BA
A4796,40080,-12.98642168,-38.52077345,salvador,BA
A4797,40080,-12.98862113,-38.52302981,salvador,BA
A4798,40040,-12.97591123,-38.50562836,salvador,BA
A4799,40020,-12.97594833,-38.51316734,salvador,BA
A4800,40040,-12.976232,-38.50729102,salvador,BA
A4801,40050,-12.97247575,-38.50438436,salvador,BA
A4802,40050,-12.97456304,-38.50256262,salvador,BA
A4803,40060,-12.98368972,-38.5164375,salvador,BA
A4804,40080,-12.98755205,-38.51648598,salvador,BA
A4805,40080,-12.98873785,-38.52321096,salvador,BA
A4806,40080,-12.986142,-38.520072,salvador,BA
A4807,40050,-12.97573097,-38.50304219,salvador,BA
A4808,40050,-12.98323138,-38.51063302,salvador,BA
A4809,40060,-12.980835,-38.51714974,salvador,BA
A4810,40060,-12.98142284,-38.51511082,salvador,BA
A4811,40080,-12.98693139,-38.51962376,salvador,BA
A4812,40040,-12.972465,-38.50701309,salvador,BA
A4813,40010,-12.9721762,-38.51335471,salvador,BA
A4814,40080,-12.98808946,-38.52201722,salvador,BA
A4815,40015,-12.97106767,-38.51297291,salvador,BA
A4816,40040,-12.97409697,-38.50589287,salvador,BA
A4817,40070,-12.98699786,-38.51245499,salvador,BA
A4818,40080,-12.98527365,-38.51763647,salvador,BA
A4819,40080,-12.98911912,-38.52303397,salvador,BA
A4820,40040,-12.97740018,-38.50726918,salvador,BA
A4821,40050,-12.97640913,-38.50501526,salvador,BA
A4822,40070,-12.98762658,-38.51275835,salvador,BA
A4823,40010,-12.97139726,-38.51346071,salvador,BA
A4824,40040,-12.98060426,-38.51085561,salvador,BA
A4825,40040,-12.97587669,-38.50554623,salvador,BA
A4826,40080,-12.99443083,-38.52659976,salvador,BA
A4827,40020,-12.97549455,-38.51172868,salvador,BA
A4828,40040,-12.97566566,-38.504498,salvador,BA
A4829,40050,-12.9764293,-38.50504025,salvador,BA
A4830,40080,-12.98868996,-38.52313115,salvador,BA
A4831,40060,-12.98347053,-38.51601439,salvador,BA
A4832,40015,-12.91370472,-38.36984723,salvador,BA
A4833,40080,-12.98642168,-38.52077345,salvador,BA
A4834,40060,-12.97835388,-38.51498676,salvador,BA
A4835,40080,-12.98642168,-38.52077345,salvador,BA
A4836,40040,-12.98222511,-38.51100859,salvador,BA
A4837,40055,-12.97015163,-38.50136731,salvador,BA
A4838,40070,-12.98414919,-38.51561783,salvador,BA
A4839,40040,-12.97252545,-38.50688254,salvador,BA
A4840,40080,-12.98620019,-38.51935132,salvador,BA
A4841,40050,-12.98355605,-38.50908484,salvador,BA
A4842,40080,-12.986142,-38.520072,salvador,BA
A4843,40010,-12.97212835,-38.51406525,salvador,BA
A4844,40070,-12.98539386,-38.51342193,salvador,BA
A4845,40055,-12.97143514,-38.50202055,salvador,BA
A4846,40015,-12.9724293,-38.51200415,salvador,BA
A4847,40060,-12.98445694,-38.51988596,salvador,BA
A4848,40050,-12.97640913,-38.50501526,salvador,BA
A4849,40015,-12.97198844,-38.51158259,salvador,BA
A4850,40015,-12.97214988,-38.51268169,salvador,BA
A4851,40060,-12.98423665,-38.51858885,salvador,BA
A4852,40050,-12.98501071,-38.50951917,salvador,BA
A4853,40080,-12.98756485,-38.51727611,salvador,BA
A4854,40080,-12.98868996,-38.52313115,salvador,BA
A4855,40050,-12.97416064,-38.50259781,salvador,BA
A4856,40020,-12.97649452,-38.51405114,salvador,BA
A4857,40080,-12.98878295,-38.51892375,salvador,BA
A4858,40010,-12.96789969,-38.50970848,salvador,BA
A4859,40015,-12.97279025,-38.51323773,salvador,BA
A4860,40070,-12.98571431,-38.51629331,salvador,BA
A4861,40080,-12.98756485,-38.51727611,salvador,BA
A4862,40080,-12.98862111,-38.52302988,salvador,BA
A4863,40050,-12.98343016,-38.50603966,salvador,BA
A4864,40040,-12.97927359,-38.51074543,salvador,BA
A4865,40040,-12.97840627,-38.51119656,salvador,BA
A4866,40050,-12.97336488,-38.501015,salvador,BA
A4867,40040,-12.97967753,-38.51146403,salvador,BA
A4868,40055,-12.97149974,-38.50050863,salvador,BA
A4869,40070,-12.98416839,-38.5119079,salvador,BA
A4870,40080,-12.99541481,-38.526919,salvador,BA
A4871,40015,-12.9709695,-38.51156362,salvador,BA
A4872,40080,-12.99587567,-38.5271372,salvador,BA
A4873,40040,-12.97668948,-38.50874376,salvador,BA
A4874,40060,-12.98668021,-38.52170426,salvador,BA
A4875,40080,-12.98759252,-38.51686253,salvador,BA
A4876,40010,-12.96901977,-38.51105023,salvador,BA
A4877,40055,-12.9707775,-38.49962175,salvador,BA
A4878,40080,-12.98756485,-38.51727611,salvador,BA
A4879,40050,-12.97466983,-38.5005497,salvador,BA
A4880,40015,-12.97372311,-38.51347334,salvador,BA
A4881,40081,-12.99622704,-38.52786903,salvador,BA
A4882,40050,-12.97416064,-38.50259781,salvador,BA
A4883,40080,-12.98966165,-38.52179274,salvador,BA
A4884,40080,-12.99443083,-38.52659976,salvador,BA
A4885,40080,-12.98851781,-38.52285187,salvador,BA
A4886,40040,-12.98007131,-38.51190269,salvador,BA
A4887,40050,-12.98128883,-38.50877089,salvador,BA
A4888,40050,-12.9746155,-38.50112905,salvador,BA
A4889,40080,-12.98872219,-38.52297113,salvador,BA
A4890,40080,-12.98765059,-38.51665444,salvador,BA
A4891,40060,-12.98311619,-38.51797075,salvador,BA
A4892,40060,-12.97806096,-38.51446498,salvador,BA
A4893,40080,-12.98620019,-38.51935132,salvador,BA
A4894,40040,-12.98042863,-38.51365975,salvador,BA
A4895,40080,-12.98868996,-38.52313115,salvador,BA
A4896,40070,-12.98538179,-38.51340655,salvador,BA
A4897,40010,-12.96076782,-38.50608738,salvador,BA
A4898,40020,-12.97594833,-38.51316734,salvador,BA
A4899,40080,-12.98740633,-38.51756445,salvador,BA
A4900,40045,-12.97298729,-38.50567119,salvador,BA
A4901,40050,-12.97449645,-38.50257464,salvador,BA
A4902,40050,-12.97762806,-38.50522044,salvador,BA
A4903,40080,-12.98518371,-38.51867486,salvador,BA
A4904,40050,-12.98590983,-38.5105964,salvador,BA
A4905,40080,-12.98555249,-38.51941688,salvador,BA
A4906,40060,-12.98237056,-38.51656765,salvador,BA
A4907,40080,-12.99002395,-38.52098817,salvador,BA
A4908,40045,-12.97349446,-38.50444565,salvador,BA
A4909,40070,-12.98386766,-38.51521279,salvador,BA
A4910,40015,-12.9724293,-38.51200415,salvador,BA
A4911,40050,-12.97984985,-38.50670787,salvador,BA
A4912,40040,-12.98148366,-38.50929697,salvador,BA
A4913,40040,-12.9787134,-38.5096798,salvador,BA
A4914,40045,-12.97365255,-38.50541837,salvador,BA
A4915,40080,-12.98861887,-38.52279319,salvador,BA
A4916,49010,-10.91051452,-37.05240078,aracaju,SE
A4917,49047,-10.9268145,-37.071063,aracaju,SE
A4918,49030,-10.97016479,-37.06164383,aracaju,SE
A4919,49048,-10.94018353,-37.07085024,aracaju,SE
A4920,49050,-10.92715735,-37.06307869,aracaju,SE
A4921,49015,-10.9233705,-37.04516915,aracaju,SE
A4922,49045,-10.93040658,-37.06717849,aracaju,SE
A4923,49052,-10.92297352,-37.0577525,aracaju,SE
A4924,49044,-10.992081,-37.103471,aracaju,SE
A4925,49048,-10.9402355,-37.07104333,aracaju,SE
A4926,49050,-10.9230435,-37.057392,aracaju,SE
A4927,49072,-10.89597143,-37.07026083,aracaju,SE
A4928,49042,-10.969608,-37.08590958,aracaju,SE
A4929,49035,-10.97710747,-37.04448972,aracaju,SE
A4930,49047,-11.07023125,-37.14611951,aracaju,SE
A4931,49042,-10.96612159,-37.08458788,aracaju,SE
A4932,49035,-10.97993246,-37.0443379,aracaju,SE
A4933,49051,-10.92886384,-37.06102582,aracaju,SE
A4934,49025,-10.93845747,-37.06200041,aracaju,SE
A4935,49015,-10.9242001,-37.05483996,aracaju,SE
A4936,49065,-10.89867514,-37.05256179,aracaju,SE
A4937,49020,-10.93146879,-37.05537366,aracaju,SE
A4938,49004,-11.09889136,-37.14535088,aracaju,SE
A4939,49045,-10.92952597,-37.06992357,aracaju,SE
A4940,49027,-10.93974463,-37.06410437,aracaju,SE
A4941,49095,-11.06435244,-37.10614349,aracaju,SE
A4942,49050,-10.92862763,-37.0662952,aracaju,SE
A4943,49032,-10.97977965,-37.05482801,aracaju,SE
A4944,49020,-10.92743534,-37.04425757,aracaju,SE
A4945,49026,-10.93902662,-37.05438086,aracaju,SE
A4946,49085,-10.9040672,-37.08847557,aracaju,SE
A4947,49031,-10.97526708,-37.06287328,aracaju,SE
A4948,49032,-10.97202763,-37.05590178,aracaju,SE
A4949,49032,-10.96652338,-37.05492976,aracaju,SE
A4950,49025,-10.93928946,-37.0602638,aracaju,SE
A4951,49020,-10.92786335,-37.05496567,aracaju,SE
A4952,49045,-10.9334733,-37.0662171,aracaju,SE
A4953,49095,-10.93962906,-37.08408209,aracaju,SE
A4954,49082,-10.91013815,-37.08319741,aracaju,SE
A4955,49095,-10.939899,-37.08051926,aracaju,SE
A4956,49032,-10.96792028,-37.05453755,aracaju,SE
A4957,49092,-11.08548709,-37.14511023,aracaju,SE
A4958,49060,-10.90522015,-37.06121466,aracaju,SE
A4959,49097,-10.93977625,-37.07808882,aracaju,SE
A4960,49032,-10.97312529,-37.05713192,aracaju,SE
A4961,49035,-10.9691163,-37.04834491,aracaju,SE
A4962,49035,-10.98235455,-37.04808126,aracaju,SE
A4963,49032,-10.96652338,-37.05492976,aracaju,SE
A4964,49027,-10.93911402,-37.06289327,aracaju,SE
A4965,49025,-10.93546985,-37.05676832,aracaju,SE
A4966,49037,-10.99510871,-37.05902456,aracaju,SE
A4967,49050,-10.92779251,-37.06117977,aracaju,SE
A4968,49090,-10.8905985,-37.09138541,aracaju,SE
A4969,49025,-10.93614203,-37.06574205,aracaju,SE
A4970,49085,-10.90898282,-37.08193872,aracaju,SE
A4971,49095,-10.95075065,-37.09072893,aracaju,SE
A4972,49000,-11.016453,-37.07585638,aracaju,SE
A4973,49040,-10.95393255,-37.0781678,aracaju,SE
A4974,49045,-10.93092379,-37.06513024,aracaju,SE
A4975,49045,-10.92952597,-37.06992357,aracaju,SE
A4976,49075,-10.90781924,-37.06894542,aracaju,SE
A4977,49045,-10.93513572,-37.07425426,aracaju,SE
A4978,49060,-10.8961647,-37.06730771,aracaju,SE
A4979,49080,-10.91789572,-37.08118372,aracaju,SE
A4980,49046,-10.93284648,-37.06366306,aracaju,SE
A4981,49010,-10.91725747,-37.05154183,aracaju,SE
A4982,49045,-10.93489621,-37.06399595,aracaju,SE
A4983,49045,-10.9302635,-37.06135386,aracaju,SE
A4984,49020,-10.93329325,-37.05311531,aracaju,SE
A4985,49095,-10.93788776,-37.08996731,aracaju,SE
A4986,49085,-10.90400721,-37.08465376,aracaju,SE
A4987,49020,-10.93244957,-37.05191602,aracaju,SE
A4988,49025,-10.93614203,-37.06574205,aracaju,SE
A4989,49088,-10.93134165,-37.06841021,aracaju,SE
A4990,49052,-10.91961594,-37.06808959,aracaju,SE
A4991,49035,-10.96692776,-37.04510935,aracaju,SE
A4992,49026,-10.94582592,-37.06261137,aracaju,SE
A4993,49007,-11.07561566,-37.13561609,aracaju,SE
A4994,49050,-10.92839645,-37.06707317,aracaju,SE
A4995,49040,-10.9472373,-37.07047039,aracaju,SE
A4996,49095,-10.92844241,-37.08348779,aracaju,SE
A4997,49010,-10.9154965,-37.05395949,aracaju,SE
A4998,49015,-10.92541971,-37.05293234,aracaju,SE
A4999,49030,-10.97071821,-37.07146018,aracaju,SE
A5000,49095,-10.92844241,-37.08348779,aracaju,SE
A5001,49050,-10.93427862,-37.05072642,aracaju,SE
A5002,49030,-10.97780756,-37.0674938,aracaju,SE
A5003,49090,-10.88960955,-37.09353075,aracaju,SE
A5004,49027,-10.94163634,-37.06210917,aracaju,SE
A5005,49085,-10.90957878,-37.07776821,aracaju,SE
A5006,49040,-10.9561751,-37.06390641,aracaju,SE
A5007,49095,-10.926648,-37.08312183,aracaju,SE
A5008,49025,-10.93783983,-37.05928449,aracaju,SE
A5009,49080,-10.9178813,-37.08481395,aracaju,SE
A5010,49020,-10.93096206,-37.05186856,aracaju,SE
A5011,49025,-10.93946755,-37.05320301,aracaju,SE
A5012,49015,-10.91844453,-37.050894,aracaju,SE
A5013,49030,-10.97780756,-37.0674938,aracaju,SE
A5014,49045,-10.92942253,-37.06681723,aracaju,SE
A5015,49035,-10.96692776,-37.04510935,aracaju,SE
